Taxon,Genus,Species,Dry mass g,Temp. oC,Uncorrected mortality rate y-1,log10 Dry mass g,log10 Generation time at 20oC y
Bird,Vireo,gilvus,3.7,40,0.195,0.568201724,1.423687672
Bird,Vireo,griseus,2.85,40,0.355,0.45484486,1.16349393
Bird,Vireo,huttoni,2.9,40,0.4,0.462397998,1.111662292
Bird,Vireo,olivaceus,4.175,40,0.256,0.62065648,1.305482318
Bird,Vireo,philadelphicus,3.05,40,0.292,0.484299839,1.248339432
Bird,Vireo,solitarius,4.15,40,0.35,0.618048097,1.169654239
Bird,Wilsonia,canadensis,2.55,40,0.327,0.40654018,1.199174531
Bird,Wilsonia,canadensis,2.625,40,0.323,0.419129308,1.204519761
Bird,Wilsonia,citrina,2.613,40,0.323,0.41713941,1.204519761
Bird,Wilsonia,pusilla,1.825,40,0.382,0.261262869,1.13165892
Bird,Xanthocephalus,xanthocephalus,19.93,40,0.235,1.299507299,1.342654421
Bird,Zenaida,asiatica,38.25,40,0.116,1.582631439,1.649264294
Bird,Zenaida,macroura,29.75,40,0.131,1.47348697,1.596450988
Bird,Zonotrichia,albicollis,6.475,40,0.265,0.811239773,1.290476409
Bird,Zonotrichia,atricapilla,7.45,40,0.244,0.872156273,1.326332457
Bird,Zonotrichia,leucophrys,7.35,40,0.192,0.866287339,1.430421054
Bird,Zonotrichia,querula,9.063,40,0.218,0.95727198,1.37526579
Bird,Zosterops,japonicus,2.5,40,0.515,0.397940009,1.001915054
Fish,Abramis,brama,398,8,0.165,2.599883072,0.305541915
Fish,Acipenser,transmontanus,24200,10,0.05,4.383815366,0.906359092
Fish,Acipenser,transmontanus,42500,22,0.03,4.62838893,1.598603676
Fish,Acipsnser,fulvescens,9000,8,0.01,3.954242509,1.523025859
Fish,Ammodytes,marinus,8.03,11,1.24,0.904715545,-0.447375441
Fish,Ammodytes,tobianus,3.75,11,1.29,0.574031268,-0.464543467
Fish,Aphinius,fasciatus,0.625,15,2.6,-0.204119983,-0.608884621
Fish,Aphinius,fasciatus,1,15,1.8,0,-0.449183778
Fish,Apsilus,dentatus,1000,27,0.83,3,0.341544085
Fish,Apsilus,dentatus,1130,27,1.9,3.053078443,-0.018131424
Fish,Bajacalifornia,burragei,2.45,4,0.25,0.389166084,-0.043084177
Fish,Balistes,vetula,730,27,2.61,2.86332286,-0.15601833
Fish,Bathylagus,milleri,7.5,5.5,0.2,0.875061263,0.117455393
Fish,Benthosema,glaciale,0.56,13,0.25,-0.251811973,0.328686773
Fish,Benthosema,glaciale,1.4,7,1.75,0.146128036,-0.761604483
Fish,Benthosema,glaciale,1.43,7,0.74,0.155336037,-0.387798154
Fish,Blennius,pholis,13.5,17,0.9,1.130333768,-0.069787296
Fish,Borostomias,panamensis,12.5,5.5,0.2,1.096910013,0.117455393
Fish,Brevoortia,tyrannus,35.3,23,1,1.547774705,0.113203849
Fish,Brevoortia,tyrannus,216,13,0.5,2.334453751,0.027656777
Fish,Callionymus,lyra,1.95,12,0.96,0.290034611,-0.295793426
Fish,Callionymus,lyra,6.75,12,0.86,0.829303773,-0.248020644
Fish,Caranx,ruber,623,27,1.51,2.794488047,0.08164523
Fish,Centengraulis,mysticetus,14,24,2.4,1.146128036,-0.22978073
Fish,Cephalopholis,fulva,160,27,0.55,2.204119983,0.520259488
Fish,Cetorhinus,maximus,3450000,10,0.046,6.537819095,0.942571264
Fish,Chelodactylus,macropterus,348,14,0.08,2.541579244,0.86340613
Fish,Clupea,harengus,13.8,8,0.35,1.139879086,-0.021042186
Fish,Clupea,harengus,40,9,0.36,1.602059991,0.008020827
Fish,Clupea,harengus,48.3,12,0.2,1.683947131,0.385447812
Fish,Clupea,harengus,50,11,0.25,1.698970004,0.248106235
Fish,Clupea,harengus,87.5,8,0.16,1.942008053,0.318905876
Fish,Clupea,pallassii,52.3,10,0.5,1.718501689,-0.093640908
Fish,Clupea,pallassii,131,12,0.2,2.117271296,0.385447812
Fish,Cololabis,aira,47.3,12,1.6,1.674861141,-0.517642175
Fish,Coregonus,clupeaformis,6.75,5,1.3,0.829303773,-0.716591563
Fish,Coregonus,clupeaformis,708,5,0.15,2.850033258,0.221260531
Fish,Coregonus,clupeaformis,1050,5,1.35,3.021189299,-0.732981979
Fish,Coregonus,clupeaformis,1560,5,0.17,3.193124598,0.166902868
Fish,Coryphaennoides,acrolepis,450,3.2,0.018,2.653212514,1.065365122
Fish,Coryphaenoides,rupestris,239,9.5,0.016,2.378397901,1.380742498
Fish,Cottus,gobio,1.08,9,1.1,0.033423755,-0.477069358
Fish,Cottus,gobio,1.08,9,0.8,0.033423755,-0.338766659
Fish,Cottus,gobio,1.48,9,1.1,0.170261715,-0.477069358
Fish,Cottus,gobio,1.53,9,0.9,0.184691431,-0.389919182
Fish,Cyclothone,braueri,0.131,10,0.8,-0.882728704,-0.297760891
Fish,Cynoglossus,macrolepidus,42.5,27,0.49,1.62838893,0.570426097
Fish,Cynolebias,adloffi,0.375,22,1.058,-0.425968732,0.051239263
Fish,Cynolebias,adloffi,0.625,16,0.579,-0.204119983,0.082728918
Fish,Cynolebias,bellottii,0.65,15,0.644,-0.187086643,-0.00279714
Fish,Cynolebias,bellottii,0.65,20,0.869,-0.187086643,0.060980224
Fish,Cynolebias,wolterstarfii,1.25,15.5,0.566,0.096910013,0.072965727
Fish,Cynolebias,wolterstarfii,1.25,20,0.973,0.096910013,0.01188716
Fish,Cynoscion,analis,368,18,0.4,2.565847819,0.321174722
Fish,Cynoscion,macdonaldi,4450,27,0.3,3.648360011,0.783500923
Fish,Cynoscion,nobilis,6980,24,0.3,3.843855423,0.673309257
Fish,Dicentrarchus,labrax,1720,10,0.1,3.235528447,0.605329096
Fish,Engraulis,anchoita,12.5,16,0.9,1.096910013,-0.108835027
Fish,Engraulis,anchoita,53,16,1.42,1.72427587,-0.306880862
Fish,Engraulis,encrasicholus,6,15,1.8,0.77815125,-0.449183778
Fish,Engraulis,japonicus,9,20,1.63,0.954242509,-0.212187604
Fish,Engraulis,mordax,5.25,15,1.7,0.720159303,-0.424360194
Fish,Engraulis,ringens,6,16,1.52,0.77815125,-0.336436106
Fish,Engraulis,ringens,9.25,16,1,0.966141733,-0.154592518
Fish,Eopsetta,jordani,993,9,0.2,2.996949248,0.263293332
Fish,Eopsetta,jordani,1140,9,0.25,3.056904851,0.166383319
Fish,Epinephelus,guttatus,470,27,0.68,2.672097858,0.428113265
Fish,Epinephelus,striatus,3230,27,0.24,3.509202522,0.880410936
Fish,Esox,lucius,823,9,0.24,2.915399835,0.184112086
Fish,Esox,lucius,2200,9,0.26,3.342422681,0.14934998
Fish,Gadus,minitus,14.9,12,1.1,1.173186268,-0.354914878
Fish,Gadus,minitus,39.5,12,0.9,1.596597096,-0.267764702
Fish,Gadus,morhua,750,8,0.18,2.875061263,0.267753354
Fish,Gadus,morhua,2040,6,0.44,3.309630167,-0.203909395
Fish,Gadus,morhua,2700,5,0.31,3.431363764,-0.094009904
Fish,Gadus,morhua,2750,7,0.33,3.439332694,-0.037080374
Fish,Gadus,morhua,2930,6,0.2,3.46686762,0.138513285
Fish,Gadus,morhua,3750,6,0.1,3.574031268,0.439543281
Fish,Gadus,morhua,4100,8,0.17,3.612783857,0.292576937
Fish,Gadus,morhua,5000,8,0.2,3.698970004,0.221995863
Fish,Gadus,morhua,6000,5,0.1,3.77815125,0.39735179
Fish,Gasterosteus,aculeatus,0.45,10,0.9,-0.346787486,-0.348913414
Fish,Haemulon,album,1330,27,0.79,3.123851641,0.362995086
Fish,Haemulon,plumieri,340,27,1.77,2.531478917,0.012648911
Fish,Haplochromis,anaphyrmus,27.8,26,1.45,1.444044796,0.062769186
Fish,Haplochromis,mloto,18.5,26,0.92,1.267171728,0.260349361
Fish,Hippoglossoides,platessoides,173,11,0.3,2.238046103,0.168924989
Fish,Hippoglossoides,platessoides,310,15,0.27,2.491361694,0.374724963
Fish,Hippoglossoides,platessoides,415,14,0.25,2.618048097,0.368556109
Fish,Hippoglossoides,platessoides,510,7,0.26,2.707570176,0.066460218
Fish,Hippoglossoides,platessoides,515,11,0.22,2.711807229,0.303623563
Fish,Hippoglossoides,platessoides,545,15,0.18,2.736396502,0.550816222
Fish,Hippoglossoides,platessoides,713,14,0.23,2.85308953,0.404768281
Fish,Hippoglossoides,platessoides,955,7,0.18,2.980003372,0.226161061
Fish,Hoplostethus,atlanticus,540,4,0.008,2.73239376,1.451765844
Fish,Hypomesus,olidus,3.75,16,2.45,0.574031268,-0.543758602
Fish,Katsuwonus,pelamis,2530,25,0.65,3.403120521,0.3744941
Fish,Katsuwonus,pelamis,8080,25,1.68,3.907411361,-0.037901825
Fish,Lamna,nasus,41800,7,0.18,4.621176282,0.226161061
Fish,Lampanyctus,macdonaldi,0.725,10.25,0.167,-0.139661993,0.392818851
Fish,Lampanyctus,regalis,0.725,6,0.222,-0.139661993,0.093190307
Fish,Latimeria,chalumnae,20000,16,0.02,4.301029996,1.544377486
Fish,Leiognathus,splendens,16,28,1.8,1.204119983,0.041592357
Fish,Lethrinops,longispinis,30.5,26,1.69,1.484299839,-0.003749516
Fish,Lethrinops,parvidens,33,26,1.2,1.51851394,0.144955942
Fish,Leucichthys,artedi,17.5,8,1.1,1.243038049,-0.518366826
Fish,Leucichthys,artedi,23.8,8,1.2,1.376576957,-0.556155387
Fish,Leucichthys,artedi,150,8,0.35,2.176091259,-0.021042186
Fish,Leucichthys,sardinella,138,5,0.6,2.139879086,-0.380799461
Fish,Limanda,ferruginea,295,10,0.15,2.469822016,0.429237837
Fish,Lithrinus,enigmaticus,730,27,0.2,2.86332286,0.959592182
Fish,Lutjanus,apodus,950,27,0.54,2.977723605,0.528228418
Fish,Lutjanus,buccanella,473,27,1.83,2.674861141,-0.001828912
Fish,Lutjanus,buccanella,800,27,2.24,2.903089987,-0.089625841
Fish,Lutjanus,purpureus,2930,27,0.37,3.46686762,0.692420453
Fish,Mallotus,villosus,15,11,1.3,1.176091259,-0.467897109
Fish,Maurolicus,muelleri,0.125,13,0.8,-0.903089987,-0.176463206
Fish,Melanogrammus,aeglefinus,538,5,0.2,2.730782276,0.096321794
Fish,Merluccius,angustimanus,63.8,20,0.84,1.804820679,0.075720714
Fish,Merluccius,gayi,1460,14,0.37,3.164352856,0.198294393
Fish,Merluccius,merluccius,156,15,0.6,2.193124598,0.027937477
Fish,Merluccius,merluccius,395,15,0.5,2.596597096,0.107118723
Fish,Merluccius,productus,318,12,0.56,2.50242712,-0.061710219
Fish,Mugil,cephalus,613,20,0.31,2.787460475,0.508638306
Fish,Mulloidichthys,martinicus,90,27,1.73,1.954242509,0.022576074
Fish,Mulloidichthys,martinicus,130,27,1.7,2.113943352,0.030173256
Fish,Mycteroperca,venenosa,2080,27,0.42,3.318063335,0.637372887
Fish,Myctophum,punctatum,1.65,15,0.73,0.217483944,-0.057234133
Fish,Nemipterus,bleekeri,75,28,1.12,1.875061263,0.247646839
Fish,Nemipterus,delagoe,60,28,1.62,1.77815125,0.087349847
Fish,Nemipterus,hexodon,53.8,28,0.88,1.730782276,0.35238219
Fish,Nemipterus,japonicus,63.8,28,1.88,1.804820679,0.022707013
Fish,Nemipterus,marginatus,52.5,28,1.73,1.720159303,0.058818759
Fish,Nemipterus,marginatus,57.5,28,1.14,1.759667845,0.239960011
Fish,Nemipterus,mesoprion,18.8,28,1.08,1.274157849,0.263441107
Fish,Nemipterus,nematophorus,50,28,1.63,1.698970004,0.084677258
Fish,Nemipterus,nemurus,61.3,28,1.03,1.787460475,0.284027637
Fish,Nemipterus,peronii,64.3,28,1.05,1.808210973,0.275675563
Fish,Nemipterus,tolu,57.5,28,0.41,1.759667845,0.684081005
Fish,Notothenia,neglecta,545,16,0.36,2.736396502,0.289104981
Fish,Ocyurus,chrysurus,900,27,0.62,2.954242509,0.468230488
Fish,Perca,fluviatilis,109,6,0.29,2.037426498,-0.022854717
Fish,Perca,fluviatilis,158,6,0.16,2.198657087,0.235423298
Fish,Phoxinus,phoxinus,2.05,9,1.1,0.311753861,-0.477069358
Fish,Platichthys,flesus,260,8,0.18,2.414973348,0.267753354
Fish,Pleuronectes,platessa,228,7,0.22,2.357934847,0.139010885
Fish,Pleuronectes,platessa,858,7,0.12,2.933487288,0.40225232
Fish,Pneumatophorus,japonicus,203,15,0.9,2.307496038,-0.148153782
Fish,Pollachius,virens,2900,6,0.15,3.462397998,0.263452022
Fish,Pollachius,virens,4130,5,0.3,3.615950052,-0.079769465
Fish,Pollachius,virens,5030,5,0.3,3.701567985,-0.079769465
Fish,Pomatoschistus,minutus,1,10,3.3,0,-0.913184844
Fish,Poromitra,crassiceps,3.53,6.5,0.114,0.547774705,0.403621021
Fish,Pseudopleuronecte,americanus,345,5,0.4,2.537819095,-0.204708202
Fish,Pseudosciaena,diacanthus,4350,27,0.8,3.638489257,0.35753219
Fish,Pseudotolithus,elongatus,179,26,0.34,2.252853031,0.692658271
Fish,Pseudoupeneus,macularus,90,27,1.89,1.954242509,-0.015839627
Fish,Pungitius,pungitius,0.1,10,1.1,-1,-0.436063589
Fish,Restrelliger,kanagurta,38.5,27,7.8,1.58546073,-0.631472425
Fish,Restrelliger,kanagurta,40,28,4.44,1.602059991,-0.350518108
Fish,Restrelliger,neglectus,21,28,4.2,1.322219295,-0.326384428
Fish,Restrelliger,neglectus,27.5,28,7.22,1.439332694,-0.561672336
Fish,Restrelliger,neglectus,51.3,28,4.56,1.710117365,-0.362099981
Fish,Salmo,trutta,75,9,0.94,1.875061263,-0.408804526
Fish,Salmo,trutta,125,5,0.31,2.096910013,-0.094009904
Fish,Salvelinus,alpinus,1250,7,0.17,3.096910013,0.250984645
Fish,Sardinella,longiceps,15.8,27,0.67,1.198657087,0.434547375
Fish,Sardinella,longiceps,16.5,27,1.12,1.217483944,0.211404155
Fish,Sardinops,caerrula,56.3,15,0.45,1.750508395,0.152876213
Fish,Sardinops,caerrula,84.3,15,0.4,1.925827575,0.204028736
Fish,Sardinops,melanosticta,52.3,15,0.5,1.718501689,0.107118723
Fish,Saurida,tumbil,588,17,0.46,2.769377326,0.221697381
Fish,Sebastes,aleutianus,9380,4.5,0.005,3.972202838,1.67717207
Fish,Sebastes,alutus,200,5,0.193,2.301029996,0.111794481
Fish,Sebastes,alutus,270,6,0.271,2.431363764,0.00657399
Fish,Sebastes,alutus,340,8,0.227,2.531478917,0.167000002
Fish,Sebastes,alutus,1420,4.5,0.01,3.152288344,1.376142074
Fish,Sebastes,babcocki,1960,5.5,0.009,3.292256071,1.464242879
Fish,Sebastes,borealis,9300,4.5,0.006,3.968482949,1.597990824
Fish,Sebastes,brevispinis,1960,7,0.012,3.292256071,1.40225232
Fish,Sebastes,caurinus,778,6.5,0.018,2.890979597,1.205253367
Fish,Sebastes,chlorostictus,545,7,0.03,2.736396502,1.004312311
Fish,Sebastes,ciliatus,1030,6,0.015,3.012837225,1.263452022
Fish,Sebastes,constellatus,410,7,0.031,2.612783857,0.990071872
Fish,Sebastes,crameri,778,5.5,0.015,2.890979597,1.24239413
Fish,Sebastes,dalli,76.8,7,0.083,1.88536122,0.562355474
Fish,Sebastes,diploproa,1140,6,0.012,3.056904851,1.360362035
Fish,Sebastes,elongatus,343,6,0.24,2.53529412,0.059332039
Fish,Sebastes,entomelas,815,5.5,0.017,2.911157609,1.188036467
Fish,Sebastes,flavidus,1110,6,0.016,3.045322979,1.235423298
Fish,Sebastes,goodei,705,6.5,0.037,2.848189117,0.892324148
Fish,Sebastes,helvomaculatus,1050,6,0.012,3.021189299,1.360362035
Fish,Sebastes,jordani,152,6.5,0.032,2.181843588,0.955375894
Fish,Sebastes,levis,2930,6.5,0.018,3.46686762,1.205253367
Fish,Sebastes,maliger,1790,7,0.011,3.252853031,1.440040881
Fish,Sebastes,melanops,1020,6.5,0.02,3.008600172,1.159495877
Fish,Sebastes,miniatus,1640,6.5,0.023,3.214843848,1.098798036
Fish,Sebastes,mystinus,608,6,0.023,2.783903579,1.077815445
Fish,Sebastes,nigrocinctus,5400,7,0.009,3.73239376,1.527191057
Fish,Sebastes,ovalis,705,6.5,0.027,2.848189117,1.029162108
Fish,Sebastes,paucipinis,2930,6,0.028,3.46686762,0.99238525
Fish,Sebastes,pinniger,1970,7,0.01,3.294466226,1.481433566
Fish,Sebastes,polyspinis,1030,5.5,0.018,3.012837225,1.163212884
Fish,Sebastes,reedi,1280,6.5,0.01,3.10720997,1.460525872
Fish,Sebastes,rosaceus,210,7,0.071,2.322219295,0.630175217
Fish,Sebastes,rosenblatti,705,6.5,0.02,2.848189117,1.159495877
Fish,Sebastes,ruberrinus,4200,6,0.009,3.62324929,1.485300772
Fish,Sebastes,rubrivinctus,1020,6.5,0.056,3.008600172,0.712337845
Fish,Sebastes,rufus,545,7,0.019,2.736396502,1.202679965
Fish,Sebastes,saxicola,300,6,0.026,2.477121255,1.024569933
Fish,Sebastes,variegatus,226,5.5,0.021,2.354108439,1.096266094
Fish,Sebastes,wilsoni,61,7,0.042,1.785329835,0.858184276
Fish,Sebastes,zacentrus,533,6,0.017,2.726727209,1.20909436
Fish,Sebastolobus,alascanus,2470,2.8,0.016,3.392696953,1.099334142
Fish,Sebastolobus,altivelis,243,2.4,0.037,2.385606274,0.718019009
Fish,Soela,vulgaris,121,7,0.25,2.08278537,0.083493558
Fish,Sprattus,sprattus,5.1,9,0.7,0.707570176,-0.280774712
Fish,Sprattus,sprattus,5.75,8,0.53,0.759667845,-0.201250011
Fish,Stolothrissa,tanganicae,1.5,27,5.2,0.176091259,-0.455381166
Fish,Stizostedion,canadensis,154,5,0.44,2.187520721,-0.246100887
Fish,Thunnus,alaunga,1290,26,0.2,3.11058971,0.923107193
Fish,Thunnus,alaunga,14700,25,0.23,4.167317335,0.825679621
Fish,Thunnus,albacares,24800,25,0.77,4.394451681,0.300916732
Fish,Thunnus,albacares,34500,26,0.8,4.537819095,0.321047201
Fish,Thunnus,albacares,36000,25,0.8,4.556302501,0.28431747
Fish,Thunnus,albacares,49800,25,0.9,4.697229343,0.233164947
Fish,Thunnus,atlanticus,2440,26,0.67,3.387389826,0.398062386
Fish,Thunnus,germo,9230,25,0.22,3.965201701,0.844984776
Fish,Thunnus,macoyi,49000,26,0.2,4.69019608,0.923107193
Fish,Tilapia,esculenta,188,25,1.75,2.274157849,-0.055630592
Fish,Tracharus,japonicus,298,20,0.99,2.474216264,0.004364805
Fish,Trisopterus,esmarkii,11.3,9,1.6,1.053078443,-0.639796655
Fish,Trisopterus,esmarkii,12,9,0.6,1.079181246,-0.213827923
Invertebrate,Acanthochitona,crinita,0.333,13.85,4.44,-0.477555766,-0.886849541
Invertebrate,Acanthocyclops,robustus,0.0000113,5,3.202,-4.946921557,-1.108069538
Invertebrate,Acanthocyclops,robustus,0.0000113,10,3.668,-4.946921557,-0.959100231
Invertebrate,Acanthocyclops,robustus,0.0000113,15,7.374,-4.946921557,-1.061614406
Invertebrate,Acanthocyclops,robustus,0.0000113,20,9.359,-4.946921557,-0.971229447
Invertebrate,Aega,antarctica,5.6,-1.15,0.13,0.748188027,0.017109936
Invertebrate,Amphicteis,gunneri,0.365,3.35,1.083,-0.437707136,-0.707559833
Invertebrate,Ancylus,fluviatilis,0.0665,11.85,3.9,-1.177178355,-0.910633446
Invertebrate,Ancylus,fluviatilis,0.108,7.85,3.2,-0.966576245,-0.988344091
Invertebrate,Anodonta,grandis,28.8,5.85,0.183,1.459392488,0.170782749
Invertebrate,Anodonta,grandis,137,8.85,0.218,2.136720567,0.219690885
Invertebrate,Anodonta,piscinalis,9.98,12.85,0.265,0.999130541,0.29737646
Invertebrate,Arctica,islandica,165,6.85,0.35,2.217483944,-0.068898946
Invertebrate,Aulacomya,ater,3,15.35,1.459,0.477121255,-0.344173995
Invertebrate,Boreomysis,microps,0.00575,9.5,0.667,-2.240332155,-0.239263353
Invertebrate,Bovallia,gigantea,5.93,-0.95,0.889,0.773054693,-0.808999058
Invertebrate,Bovallia,gigantea,15.3,-0.95,0.729,1.184691431,-0.722824825
Invertebrate,Bovallia,gigantea,1.51,-0.95,1.385,0.178976947,-1.001547071
Invertebrate,Bovallia,gigantea,4.75,-0.95,0.801,0.67669361,-0.763729813
Invertebrate,Brachycentrus,spinae,0.00613,10.85,6.205,-2.212539525,-1.152784835
Invertebrate,Calyptogena,magnifica,0.243,17,0.286,-0.614393726,0.42808918
Invertebrate,Calyptogena,magnifica,6.85,7.8,0.053,0.835690571,0.790455217
Invertebrate,Cardium,edule,3.8,11.85,0.86,0.579783597,-0.25406729
Invertebrate,Cardium,edule,5.65,11.85,0.59,0.752048448,-0.090420851
Invertebrate,Cardium,edule,9.25,11.85,0.44,0.966141733,0.036978484
Invertebrate,Cardium,edule,9.9,9.85,0.727,0.995635195,-0.262337706
Invertebrate,Cassidulus,mitis,0.95,22.15,0.812,-0.022276395,0.171806921
Invertebrate,Chamelea,gallina,1.35,24.85,4.687,0.130333768,-0.489018218
Invertebrate,Chione,cancellata,5.23,25.85,0.553,0.718501689,0.47591826
Invertebrate,Chorismus,antarcticus,12.7,-1.15,0.731,1.103803721,-0.732864089
Invertebrate,Corbicula,fluminea,0.45,21.35,4.39,-0.346787486,-0.591237376
Invertebrate,Corbicula,fluminea,0.638,21.85,1.739,-0.195179321,-0.170218405
Invertebrate,Cyclops,strenuus,0.0000375,15,3.125,-4.425968732,-0.688761294
Invertebrate,Cyclops,strenuus,0.0000375,20,4.024,-4.425968732,-0.604657972
Invertebrate,Cyclops,vicinus,0.000038,5,2.552,-4.420216403,-1.00952888
Invertebrate,Cyclops,vicinus,0.000038,10,2.626,-4.420216403,-0.813965626
Invertebrate,Cyclops,vicinus,0.000038,15,7.157,-4.420216403,-1.04864229
Invertebrate,Daphnia,ambigua,0.000000755,5,4.056,-6.122053048,-1.210746157
Invertebrate,Daphnia,ambigua,0.000000755,10,5.984,-6.122053048,-1.171662489
Invertebrate,Daphnia,magna,0.0000443,14,4.162,-4.353596274,-0.852805958
Invertebrate,Daphnia,magna,0.0000443,19,5.812,-4.353596274,-0.802576869
Invertebrate,Daphnia,magna,0.0000443,24,8.568,-4.353596274,-0.782448946
Invertebrate,Daphnia,magna,0.0000443,29,14.147,-4.353596274,-0.817796706
Invertebrate,Donax,incarnatus,0.905,27.85,7.483,-0.043351421,-0.582631934
Invertebrate,Dosinia,hepatica,1.85,19.85,0.568,0.267171728,0.23993062
Invertebrate,Echinosigra,phiale,0.182,2.85,0.275,-0.739928612,-0.133727908
Invertebrate,Echinus,acutus,6.5,7,0.048,0.812913357,0.800192329
Invertebrate,Echinus,affinis,8.43,2.85,0.236,0.925827575,-0.067307217
Invertebrate,Echinus,elegans,14.7,7,0.091,1.167317335,0.522392174
Invertebrate,Egeria,radiata,194,28.85,2.03,2.28780173,0.019986392
Invertebrate,Ephemerella,subvaria,0.0415,14.85,6.597,-1.381951903,-1.01917912
Invertebrate,Epitheca,spp.,0.758,16.85,2.95,-0.120330794,-0.591206795
Invertebrate,Eucyclops,serrulatus,0.0000128,10,3.904,-4.89279003,-0.986180713
Invertebrate,Eucyclops,serrulatus,0.0000128,15,5.313,-4.89279003,-0.919251089
Invertebrate,Eucyclops,serrulatus,0.0000128,20,6.013,-4.89279003,-0.779091204
Invertebrate,Eucyclops,serrulatus,0.0000128,25,17.548,-4.89279003,-1.056820169
Invertebrate,Euphausia,krohni,0.004,13,0.857,-2.397940009,-0.206354041
Invertebrate,Eurhomalea,exalbida,230,6.45,0.145,2.361727836,0.297062988
Invertebrate,Filinia,pejleri,1.25E-08,5,14.6,-7.903089987,-1.767001066
Invertebrate,Filinia,pejleri,1.25E-08,10,21.471,-7.903089987,-1.726523176
Invertebrate,Filinia,pejleri,1.25E-08,15,28.077,-7.903089987,-1.642261975
Invertebrate,Filinia,pejleri,1.25E-08,20,48.667,-7.903089987,-1.687234576
Invertebrate,Filinia,pejleri,1.25E-08,25,60.833,-7.903089987,-1.596731778
Invertebrate,Filinia,terminalis,1.25E-08,5,14.6,-7.903089987,-1.767001066
Invertebrate,Filinia,terminalis,1.25E-08,10,21.471,-7.903089987,-1.726523176
Invertebrate,Filinia,terminalis,1.25E-08,15,28.077,-7.903089987,-1.642261975
Invertebrate,Filinia,terminalis,1.25E-08,20,48.667,-7.903089987,-1.687234576
Invertebrate,Filinia,terminalis,1.25E-08,25,60.833,-7.903089987,-1.596731778
Invertebrate,Gammarus,fossarum,0.0128,12,1.259,-1.89279003,-0.413547923
Invertebrate,Gammarus,fossarum,0.0128,16.1,0.913,-1.89279003,-0.111146373
Invertebrate,Gammarus,fossarum,0.0128,20.2,0.635,-1.89279003,0.204845233
Invertebrate,Gammarus,roeseli,0.0181,12,1.259,-1.742321425,-0.413547923
Invertebrate,Gammarus,roeseli,0.0181,16.1,0.913,-1.742321425,-0.111146373
Invertebrate,Gammarus,roeseli,0.0181,20.2,0.635,-1.742321425,0.204845233
Invertebrate,Gennadas,elegans,0.109,10.5,0.333,-0.962573502,0.103279323
Invertebrate,Gnathophausia,zoea,0.95,9.5,0.25,-0.022276395,0.186922472
Invertebrate,Haliotis,iris,363,12.15,0.077,2.559906625,0.806027371
Invertebrate,Hiatella,arctica,14.5,-0.15,0.28,1.161368002,-0.271987332
Invertebrate,Hiatella,byssifera,11.3,1.85,0.28,1.053078443,-0.18471507
Invertebrate,Holothuria,atra,880,25.95,0.549,2.944482672,0.48273419
Invertebrate,Hyalella,azteca,0.00578,15.95,4.716,-2.238072162,-0.830125792
Invertebrate,Hydrobia,acuta,0.0121,9.85,3.482,-1.91721463,-0.942632062
Invertebrate,Keratella,cochlearis,1.75E-08,5,13.321,-7.756961951,-1.727185039
Invertebrate,Keratella,cochlearis,1.75E-08,10,16.441,-7.756961951,-1.610599133
Invertebrate,Keratella,cochlearis,1.75E-08,15,23.701,-7.756961951,-1.568677943
Invertebrate,Keratella,cochlearis,1.75E-08,20,40.11,-7.756961951,-1.603252662
Invertebrate,Keratella,cochlearis,1.75E-08,25,54.478,-7.756961951,-1.548813699
Invertebrate,Laeonereis,fragilis,1.13,21.85,6.658,0.053078443,-0.753262614
Invertebrate,Laevilacunaria,antarctica,0.123,-0.95,1.832,-0.910094889,-1.123022767
Invertebrate,Laevilacunaria,antarctica,0.129,-0.95,1.647,-0.88941029,-1.076790896
Invertebrate,Lamellibranchia,3.43E+00,7,0.005,1,0.84509804,-0.818020016
Invertebrate,Ledella,pustulosa,0.0118,2.65,0.426,-1.928117993,-0.332412138
Invertebrate,Lissarca,miliaris,0.031,-0.95,0.597,-1.508638306,-0.636071628
Invertebrate,Lissarca,notorcadensis,0.056,-1.15,0.319,-1.251811973,-0.372737395
Invertebrate,Lissarca,notorcadensis,0.0953,-1.15,0.297,-1.020907099,-0.341703161
Invertebrate,Littorina,africana,0.115,13.85,2.027,-0.93930216,-0.54632032
Invertebrate,Lumbrinereis,fragilis,8.63,6.85,0.744,0.936010796,-0.396403837
Invertebrate,Lymnaea,peregra,1.75,9.85,2.526,0.243038049,-0.803236641
Invertebrate,Macoma,balthica,0.144,8.85,1.139,-0.841637508,-0.498376345
Invertebrate,Macoma,balthica,0.196,8.85,0.463,-0.707743929,-0.107433612
Invertebrate,Macoma,balthica,0.733,12.85,1.29,-0.134896025,-0.389967377
Invertebrate,Macoma,balthica,3.33,9.85,0.57,0.522444234,-0.156678151
Invertebrate,Macoma,balthica,10.8,5.85,1.067,1.033423755,-0.594930581
Invertebrate,Meganyctiphanes,norvegica,0.0145,13,0.857,-1.838631998,-0.206354041
Invertebrate,Mercenaria,mercenaria,38.3,11.85,0.448,1.583198774,0.029153147
Invertebrate,Mesocyclops,leuckarti,0.00000813,10,3.004,-5.089909454,-0.872370832
Invertebrate,Mesocyclops,leuckarti,0.00000813,15,6.348,-5.089909454,-0.996548191
