"CiteID","ConID","ott_id","TSc","FSc","fF","TG","EE","BM","Eco","Lat","Long","TA","TAlog","SA","SAlog","Yr","DT","tWS","FD","PS","PST","DR","Drc","Drf"
"Ganmanee_2003","Luidia_quinaria",367765,20,20,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,22,22,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,20,0,0,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,4,4,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-06-15,176,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,1,0,0,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,NA,NA,NA,NA,1996,1996-11-15,330,"Gut content (lethal)","Whole population","NA",13,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,1,0,0,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,NA,NA,NA,NA,1997,1997-06-15,176,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,3,3,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,12,12,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,5,5,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,5,5,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1996,1996-11-15,330,"Gut content (lethal)","Whole population","NA",13,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,18,18,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,3,3,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,5,5,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-06-15,176,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,19,19,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,25,25,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1996,1996-11-15,330,"Gut content (lethal)","Whole population","NA",13,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,4,4,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,13,13,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,4,4,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-06-15,176,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,8,8,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,5,5,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,8,0,0,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,50,16,0.32,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,1,1,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,NA,NA,NA,NA,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,11,7,0.6364,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,50,0,0,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-06-15,176,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,9,9,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1996,1996-11-15,330,"Gut content (lethal)","Whole population","NA",13,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,42,42,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,15,15,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1996,1996-11-15,330,"Gut content (lethal)","Whole population","NA",13,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,33,33,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1996,1996-11-15,330,"Gut content (lethal)","Whole population","NA",13,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,50,50,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-11-15,329,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,15,15,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-03-15,84,"Gut content (lethal)","Whole population","NA",25,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,8,8,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1996,1996-11-15,330,"Gut content (lethal)","Whole population","NA",13,"Class","Species"
"Ganmanee_2003","Luidia_quinaria",367765,2,2,1,"Echinoderms","Ectotherm",15,"Marine",34.75,136.72,"Days",0,"1000m",3,1997,1997-06-15,176,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Eichelbaum_1909","Luidia_sarsi",24895,11,10,0.9091,"Echinoderms","Ectotherm",15,"Marine",54.5,10.4,"Years",2.86,"10km",4,1908,1908-01-01,NA,"Gut content (lethal)","Whole population","NA",12,"Phylum","Genus"
"Fenchel_1965","Luidia_sarsi",24895,42,37,0.881,"Echinoderms","Ectotherm",15,"Marine",56.1,12.5,"Months",1.38,"1000m",3,1964,1964-01-01,NA,"Gut content (lethal)","Whole population","NA",4,"Species","Species"
"Eriksen_2021","Lumpenus_fabricii",500013,1,0,0,"Fish","Ectotherm",12.85,"Marine",75,36,NA,NA,NA,NA,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",0,"Phylum","Order"
"Scott_1903","Lumpenus_lampretaeformis",3632880,1,1,1,"Fish","Ectotherm",155.1,"Marine",56,6,NA,NA,NA,NA,1902,1902-01-01,NA,"Gut content (lethal)","Whole population","NA",8,"Genus","Species"
"Eriksen_2021","Lumpenus_lampretaeformis",3632880,58,45,0.7759,"Fish","Ectotherm",155.1,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",6,"Phylum","Order"
"Eriksen_2021","Lumpenus_lampretaeformis",3632880,16,4,0.25,"Fish","Ectotherm",155.1,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-05-15,145,"Gut content (lethal)","Whole population","NA",3,"Phylum","Order"
"Randall_1967","Lutjanus_analis",943196,66,53,0.803,"Fish","Ectotherm",12.2,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",34,"Order","Species"
"Randall_1967","Lutjanus_apodus",642878,117,58,0.4957,"Fish","Ectotherm",950,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",26,"Order","Species"
"Ali_2016","Lutjanus_bohar",333352,92,62,0.6778,"Fish","Ectotherm",12500,"Marine",12.7,54,"Months",1.38,"1000m",3,2005,2005-03-15,84,"Gut content (lethal)","Whole population","NA",19,"Phylum","Species"
"Wen_2012","Lutjanus_carponotatus",333348,483,207,0.428,"Fish","Ectotherm",348.5,"Marine",-23.15,150.94,"Years",2.86,"10km",4,2008,2008-03-15,267,"Gut content (lethal)","Whole population","NA",19,"Class","Family"
"Randall_1967","Lutjanus_cyanopterus",642874,11,11,1,"Fish","Ectotherm",4501,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",6,"Family","Species"
"Fagade_1973","Lutjanus_dentatus",510403,25,11,0.44,"Fish","Ectotherm",50000,"Marine",6.4,3.4,"Years",2.86,"1000m",3,1967,1967-01-01,NA,"Gut content (lethal)","Whole population","NA",4,"Phylum","Family"
"Ali_2016","Lutjanus_gibbus",333344,62,47,0.7581,"Fish","Ectotherm",1259,"Marine",12.7,54,"Months",1.38,"1000m",3,2005,2005-03-15,84,"Gut content (lethal)","Whole population","NA",32,"Phylum","Species"
"Fagade_1973","Lutjanus_goreensis",3633543,44,37,0.8409,"Fish","Ectotherm",2439,"Marine",6.4,3.4,"Years",2.86,"1000m",3,1967,1967-01-01,NA,"Gut content (lethal)","Whole population","NA",5,"Order","Species"
"Randall_1967","Lutjanus_griseus",642882,90,28,0.3111,"Fish","Ectotherm",387.5,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",8,"Family","Species"
"Arrington_2002","Lutjanus_jocu",943192,57,46,0.807,"Fish","Ectotherm",1368,"Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Randall_1967","Lutjanus_jocu",943192,92,56,0.6087,"Fish","Ectotherm",1368,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",32,"Class","Species"
"Ali_2016","Lutjanus_kasmira",333340,163,122,0.7485,"Fish","Ectotherm",209.8,"Marine",12.7,54,"Months",1.38,"1000m",3,2005,2005-03-15,84,"Gut content (lethal)","Whole population","NA",24,"Phylum","Species"
"Randall_1967","Lutjanus_mahogoni",943188,27,8,0.2963,"Fish","Ectotherm",179.2,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",6,"Order","Genus"
"Randall_1967","Lutjanus_synagris",943184,6,2,0.3333,"Fish","Ectotherm",1.5,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",4,"Family","Species"
"Lanszki_2015","Lutra_lutra",348036,231,172,0.7446,"Mammals","Endotherm",8077,"Lotic",46.87,17.79,"Decades",3.94,"100km",5,2006,2006-01-01,NA,"Gut content (lethal)","Whole population","NA",14,"Phylum","Species"
"Johnson_2015","Luxilus_cornutus",96051,12,12,1,"Fish","Ectotherm",10,"Lotic",43.57,-76.18,"Hours",-1.78,"1000m",3,2009,2009-01-01,11,"Gut content (lethal)","Whole population","NA",12,"Class","Family"
"Johnson_2015","Luxilus_cornutus",96051,25,21,0.84,"Fish","Ectotherm",10,"Lotic",43.57,-76.18,"Hours",-1.78,"1000m",3,2009,2009-01-01,11,"Gut content (lethal)","Whole population","NA",12,"Class","Family"
"Johnson_2015","Luxilus_cornutus",96051,13,10,0.77,"Fish","Ectotherm",10,"Lotic",43.57,-76.18,"Hours",-1.78,"1000m",3,2009,2009-01-01,11,"Gut content (lethal)","Whole population","NA",12,"Class","Family"
"Johnson_2015","Luxilus_cornutus",96051,16,15,0.94,"Fish","Ectotherm",10,"Lotic",43.57,-76.18,"Hours",-1.78,"1000m",3,2009,2009-01-01,11,"Gut content (lethal)","Whole population","NA",12,"Class","Family"
"Johnson_2015","Luxilus_cornutus",96051,25,24,0.96,"Fish","Ectotherm",10,"Lotic",43.57,-76.18,"Hours",-1.78,"1000m",3,2009,2009-01-01,11,"Gut content (lethal)","Whole population","NA",12,"Class","Family"
"Johnson_2015","Luxilus_cornutus",96051,25,25,1,"Fish","Ectotherm",10,"Lotic",43.57,-76.18,"Hours",-1.78,"1000m",3,2009,2009-01-01,11,"Gut content (lethal)","Whole population","NA",12,"Class","Family"
"Johnson_2015","Luxilus_cornutus",96051,25,24,0.96,"Fish","Ectotherm",10,"Lotic",43.57,-76.18,"Hours",-1.78,"1000m",3,2009,2009-01-01,11,"Gut content (lethal)","Whole population","NA",12,"Class","Family"
"Polymeni_2011","Lyciasalamandra_luschani",1012890,6,6,1,"Amphibians","Ectotherm",7.8,"Terrestrial",36.14,29.58,"Days",0,"1000m",3,2000,2000-12-01,346,"Gut content (non-lethal)","Sub-population","Juvenile",13,"Class","Family"
"Polymeni_2011","Lyciasalamandra_luschani",1012890,9,9,1,"Amphibians","Ectotherm",7.8,"Terrestrial",36.14,29.58,"Days",0,"1000m",3,2000,2000-12-01,346,"Gut content (non-lethal)","Sub-population","Female",19,"Class","Family"
"Polymeni_2011","Lyciasalamandra_luschani",1012890,14,14,1,"Amphibians","Ectotherm",7.8,"Terrestrial",36.14,29.58,"Days",0,"1000m",3,2000,2000-12-01,346,"Gut content (non-lethal)","Sub-population","Male",20,"Class","Family"
"Eriksen_2021","Lycodes_esmarkii",841648,5,5,1,"Fish","Ectotherm",561.3,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-02-15,56,"Gut content (lethal)","Whole population","NA",3,"Phylum","Order"
"Eriksen_2021","Lycodes_esmarkii",841648,13,10,0.7692,"Fish","Ectotherm",561.3,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-11-15,329,"Gut content (lethal)","Whole population","NA",1,"Phylum","Order"
"Eriksen_2021","Lycodes_esmarkii",841648,2,1,0.5,"Fish","Ectotherm",561.3,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-05-15,145,"Gut content (lethal)","Whole population","NA",1,"Phylum","Order"
"Eriksen_2021","Lycodes_esmarkii",841648,12,11,0.9167,"Fish","Ectotherm",561.3,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",4,"Phylum","Order"
"Eriksen_2021","Lycodes_eudipleurostictus",905435,7,1,0.1429,"Fish","Ectotherm",490.8,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-11-15,329,"Gut content (lethal)","Whole population","NA",1,"Phylum","Order"
"Eriksen_2021","Lycodes_pallidus",178074,39,14,0.359,"Fish","Ectotherm",29.63,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",5,"Phylum","Order"
"Eriksen_2021","Lycodes_pallidus",178074,4,0,0,"Fish","Ectotherm",29.63,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-02-15,56,"Gut content (lethal)","Whole population","NA",0,"Phylum","Order"
"Eriksen_2021","Lycodes_polaris",34255,1,1,1,"Fish","Ectotherm",72.7,"Marine",75,36,NA,NA,NA,NA,2015,2015-11-15,329,"Gut content (lethal)","Whole population","NA",1,"Phylum","Order"
"Eriksen_2021","Lycodes_reticulatus",752411,34,13,0.3824,"Fish","Ectotherm",306,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",4,"Phylum","Order"
"Eriksen_2021","Lycodes_rossi",113287,42,24,0.5714,"Fish","Ectotherm",63000,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",5,"Phylum","Order"
"Eriksen_2021","Lycodes_rossi",113287,1,0,0,"Fish","Ectotherm",63000,"Marine",75,36,NA,NA,NA,NA,2015,2015-05-15,145,"Gut content (lethal)","Whole population","NA",0,"Phylum","Order"
"Eriksen_2021","Lycodes_seminudus",752407,1,1,1,"Fish","Ectotherm",836.6,"Marine",75,36,NA,NA,NA,NA,2015,2015-02-15,56,"Gut content (lethal)","Whole population","NA",1,"Phylum","Order"
"Eriksen_2021","Lycodes_seminudus",752407,5,4,0.8,"Fish","Ectotherm",836.6,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",3,"Phylum","Order"
"Eriksen_2021","Lycodes_vahlii",178063,18,0,0,"Fish","Ectotherm",82.7,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-11-15,329,"Gut content (lethal)","Whole population","NA",0,"Phylum","Order"
"Eriksen_2021","Lycodes_vahlii",178063,148,104,0.7027,"Fish","Ectotherm",82.7,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",8,"Phylum","Order"
"Eriksen_2021","Lycodes_vahlii",178063,61,23,0.377,"Fish","Ectotherm",82.7,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-02-15,56,"Gut content (lethal)","Whole population","NA",8,"Phylum","Order"
"Eriksen_2021","Lycodes_vahlii",178063,14,13,0.9286,"Fish","Ectotherm",82.7,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-05-15,145,"Gut content (lethal)","Whole population","NA",4,"Phylum","Order"
"Huey_2001","Lygodactylus_capensis",43346,28,27,0.9643,"Reptiles","Ectotherm",1.854,"Terrestrial",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Hardy_2006","Lygodactylus_picturatus",1085744,5,4,0.8,"Reptiles","Ectotherm",1.854,"Terrestrial",0.36,36.75,"Months",1.38,"10km",4,1987,1987-07-15,206,"Gut content (lethal)","Whole population","NA",6,"Order","Family"
"Valdmann_2005","Lynx_lynx",886829,49,32,0.65,"Mammals","Endotherm",17950,"Terrestrial",56.5,24,"Years",2.86,"100km",5,1998,1998-06-15,176,"Gut content (lethal)","Whole population","NA",4,"Family","Species"
"Rose_2015","Lynx_rufus",507545,120,110,0.9167,"Mammals","Endotherm",8904,"Terrestrial",39.7,-81.5,"Years",2.86,"10km",4,2009,2009-01-01,NA,"Gut content (lethal)","Whole population","NA",24,"Class","Species"
"King_2005","Maccullochella_peelii",538656,122,73,0.5984,"Fish","Ectotherm",113500,"Lotic",-36.42,145.65,"Months",1.38,"1000m",3,1998,1998-12-01,163,"Gut content (lethal)","Sub-population","Metalarvae",9,"Order","Family"
"Nakagawa_2023","Macromia_amphigena",784761,6,5,0.8333,"Arthropods","Ectotherm",NA,"Lotic",35.33,135.75,"Years",2.86,"100m",2,2017,2017-01-01,NA,"Gut content (lethal)","Whole population","NA",1,"Phylum","Phylum"
"Yang_2011","Macropinna_microstoma",584432,2,2,1,"Fish","Ectotherm",42.2,"Marine",58.25,-148.12,"Months",1.38,"100km",5,2007,2007-04-15,115,"Gut content (lethal)","Whole population","Night - 1,000m",1,"Phylum","Phylum"
"Yang_2011","Macropinna_microstoma",584432,14,11,0.7857,"Fish","Ectotherm",42.2,"Marine",58.25,-148.12,"Months",1.38,"100km",5,2007,2007-04-15,115,"Gut content (lethal)","Whole population","Day - 500m",1,"Phylum","Phylum"
"Yang_2011","Macropinna_microstoma",584432,3,3,1,"Fish","Ectotherm",42.2,"Marine",58.25,-148.12,"Months",1.38,"100km",5,2007,2007-04-15,115,"Gut content (lethal)","Whole population","Night - 500m",1,"Phylum","Phylum"
"Eriksen_2021","Macrourus_berglax",155845,1,1,1,"Fish","Ectotherm",12940,"Marine",75,36,NA,NA,NA,NA,2015,2015-11-15,329,"Gut content (lethal)","Whole population","NA",1,"Phylum","Order"
"Eriksen_2021","Macrourus_berglax",155845,12,8,0.6667,"Fish","Ectotherm",12940,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",1,"Phylum","Order"
"Varghese_2014","Makaira_nigricans",696461,28,18,0.6429,"Fish","Ectotherm",43290,"Marine",15.81,70.83,"Years",2.86,"1000km",6,2007,2007-01-01,NA,"Gut content (lethal)","Whole population","NA",10,"Order","Species"
"Randall_1967","Malacanthus_plumieri",422846,8,7,0.875,"Fish","Ectotherm",332.2,"Marine",18.03,-65.21,"Years",2.86,"100km",5,1963,1963-01-01,NA,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Eriksen_2021","Mallotus_villosus",399346,504,232,0.4603,"Fish","Ectotherm",15,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-05-15,145,"Gut content (lethal)","Whole population","NA",5,"Phylum","Order"
"Eriksen_2021","Mallotus_villosus",399346,275,164,0.5964,"Fish","Ectotherm",15,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-02-15,56,"Gut content (lethal)","Whole population","NA",5,"Phylum","Order"
"Eriksen_2021","Mallotus_villosus",399346,1037,614,0.5921,"Fish","Ectotherm",15,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-08-15,237,"Gut content (lethal)","Whole population","NA",5,"Phylum","Order"
"Pierre_2024","Mallotus_villosus",399346,187,111,0.5936,"Fish","Ectotherm",15,"Marine",47.71,-53.01,"Years",2.86,"10km",4,1985,1985-09-15,268,"Gut content (lethal)","Sub-population","Larval",11,"Class","Species"
"Eriksen_2021","Mallotus_villosus",399346,301,68,0.2259,"Fish","Ectotherm",15,"Marine",75,36,"Months",1.38,"100km",5,2015,2015-11-15,329,"Gut content (lethal)","Whole population","NA",3,"Phylum","Order"
"Arrington_2002","Marcusenius_macrolepidotus",1016851,83,69,0.8313,"Fish","Ectotherm",500,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Poole_1996","Martes_americana",923116,795,279,0.3509,"Mammals","Endotherm",1250,"Terrestrial",61,-127,"Months",1.38,"1000km",6,1989,1989-12-15,359,"Gut content (lethal)","Whole population","NA",23,"Class","Species"
"Poole_1996","Martes_americana",923116,306,50,0.1634,"Mammals","Endotherm",1250,"Terrestrial",66,-127,"Months",1.38,"1000km",6,1989,1989-12-15,359,"Gut content (lethal)","Whole population","NA",10,"Class","Species"
"Poole_1996","Martes_americana",923116,414,48,0.1159,"Mammals","Endotherm",1250,"Terrestrial",66,-127,"Months",1.38,"1000km",6,1988,1988-12-15,360,"Gut content (lethal)","Whole population","NA",12,"Class","Species"
"Nagorsen_1989","Martes_americana",923116,727,701,0.9642,"Mammals","Endotherm",1250,"Terrestrial",49.75,-125.75,"Years",2.86,"100km",5,1984,1984-06-15,177,"Gut content (lethal)","Whole population","NA",19,"Phylum","Species"
"Poole_1996","Martes_americana",923116,338,57,0.1686,"Mammals","Endotherm",1250,"Terrestrial",66,-127,"Months",1.38,"1000km",6,1990,1990-12-15,359,"Gut content (lethal)","Whole population","NA",15,"Class","Species"
"Poole_1996","Martes_americana",923116,599,124,0.207,"Mammals","Endotherm",1250,"Terrestrial",66,-127,"Months",1.38,"1000km",6,1991,1991-12-15,359,"Gut content (lethal)","Whole population","NA",14,"Class","Species"
"Poole_1996","Martes_americana",923116,472,92,0.1949,"Mammals","Endotherm",1250,"Terrestrial",61,-127,"Months",1.38,"1000km",6,1988,1988-12-15,360,"Gut content (lethal)","Whole population","NA",15,"Class","Species"
"Hales_2008","Martes_americana",923116,318,151,0.4748,"Mammals","Endotherm",1250,"Terrestrial",46.28,-86.88,"Years",2.86,"100km",5,2002,2002-12-15,359,"Gut content (lethal)","Whole population","NA",10,"Class","Species"
"Poole_1996","Martes_americana",923116,253,66,0.2609,"Mammals","Endotherm",1250,"Terrestrial",61,-127,"Months",1.38,"1000km",6,1991,1991-12-15,359,"Gut content (lethal)","Whole population","NA",6,"Class","Species"
"Poole_1996","Martes_americana",923116,87,62,0.7126,"Mammals","Endotherm",1250,"Terrestrial",66,-127,"Months",1.38,"1000km",6,1992,1992-12-15,360,"Gut content (lethal)","Whole population","NA",14,"Class","Species"
"Poole_1996","Martes_americana",923116,794,219,0.2758,"Mammals","Endotherm",1250,"Terrestrial",61,-127,"Months",1.38,"1000km",6,1990,1990-12-15,359,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Poole_1996","Martes_americana",923116,81,63,0.7778,"Mammals","Endotherm",1250,"Terrestrial",66,-127,"Months",1.38,"1000km",6,1993,1993-12-15,359,"Gut content (lethal)","Whole population","NA",11,"Class","Species"
"Poole_1996","Martes_americana",923116,117,88,0.7521,"Mammals","Endotherm",1250,"Terrestrial",61,-127,"Months",1.38,"1000km",6,1992,1992-12-15,360,"Gut content (lethal)","Whole population","NA",18,"Order","Species"
"Rysava-Novakova_2009","Martes_foina",348047,120,108,0.9,"Mammals","Endotherm",1541,"Terrestrial",49.2,15.4,"Years",2.86,"100km",5,2003,2003-01-01,NA,"Gut content (lethal)","Whole population","NA",33,"Phylum","Species"
"Bakaloudis_2012","Martes_foina",348047,106,92,0.8679,"Mammals","Endotherm",1541,"Terrestrial",38.47,22.19,"Years",2.86,"10km",4,2004,2004-06-15,177,"Gut content (lethal)","Whole population","NA",20,"Class","Species"
"Arrington_2002","Mastacembelus_frenatus",546685,10,6,0.6,"Fish","Ectotherm",147.2,"Lotic",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gut content (lethal)","Whole population","NA",NA,NA,NA
"Hamilton_1956","Masticophis_flagellum",1032608,51,45,0.8824,"Reptiles","Ectotherm",263.5,"Terrestrial",32.42,-84.87,"Years",2.86,"100m",2,1950,1950-01-01,NA,"Gut content (lethal)","Whole population","NA",16,"Order","Species"
"Young_1986","Maurolicus_muelleri",540470,719,561,0.78,"Fish","Ectotherm",0.5819,"Marine",-42.65,148.47,"Months",1.38,"1000m",3,1984,1984-10-15,117,"Gut content (lethal)","Whole population","NA",29,"Order","Species"
"Mauzey_1968","Mediaster_aequalis",658159,240,120,0.5,"Echinoderms","Ectotherm",15.3,"Marine",48.3,-122.94,"Years",2.86,"1000m",3,1966,1966-01-01,NA,"Direct observation","Whole population","NA",6,"Phylum","Species"
"Mauzey_1968","Mediaster_aequalis",658159,543,353,0.65,"Echinoderms","Ectotherm",15.3,"Marine",48.3,-122.94,"Years",2.86,"1000m",3,1966,1966-01-01,NA,"Direct observation","Whole population","NA",3,"Genus","Species"
